sig_id	DER001.A549.96H.TRCN0000001401..666	DER001.A549.96H.TRCN0000196310..666	DER001.A549.96H.TRCN0000297346..666	DER001.A549.96H.TRCN0000195283..666	DER001.A549.96H.TRCN0000350250..666	DER001.A549.96H.TRCN0000005421..666	DER001.A549.96H.TRCN0000195274..666	KDD004.A549.96H.TRCN0000006180..666	DER001.A549.96H.TRCN0000230575..666
pert_id	TRCN0000001401	TRCN0000196310	TRCN0000297346	TRCN0000195283	TRCN0000350250	TRCN0000005421	TRCN0000195274	TRCN0000006180	TRCN0000230575
pert_iname	EIF2AK3	PTK2	MELK	PIK3C2A	PTP4A1	RIOK3	GNE	PGK1	ALDH9A1
pert_type	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh
cell_id	A549	A549	A549	A549	A549	A549	A549	A549	A549
pert_dose	1	1	1	1	1	1	1	1	1
pert_dose_unit	µL	µL	µL	µL	µL	µL	µL	µL	µL
pert_idose	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL
pert_time	96	96	96	96	96	96	96	96	96
pert_time_unit	h	h	h	h	h	h	h	h	h
pert_itime	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h
distil_id	DER001_A549_96H_X1_B7_DUO52HI53LO:G19|DER001_A549_96H_X2_B7_DUO52HI53LO:G19|DER001_A549_96H_X3_B7_DUO52HI53LO:G19	DER001_A549_96H_X1_B7_DUO52HI53LO:L21|DER001_A549_96H_X2_B7_DUO52HI53LO:L21|DER001_A549_96H_X3_B7_DUO52HI53LO:L21	DER001_A549_96H_X1_B7_DUO52HI53LO:A18|DER001_A549_96H_X2_B7_DUO52HI53LO:A18|DER001_A549_96H_X3_B7_DUO52HI53LO:A18	DER001_A549_96H_X1_B7_DUO52HI53LO:D22|DER001_A549_96H_X2_B7_DUO52HI53LO:D22|DER001_A549_96H_X3_B7_DUO52HI53LO:D22	DER001_A549_96H_X1_B7_DUO52HI53LO:A06|DER001_A549_96H_X2_B7_DUO52HI53LO:A06|DER001_A549_96H_X3_B7_DUO52HI53LO:A06	DER001_A549_96H_X1_B7_DUO52HI53LO:J11|DER001_A549_96H_X2_B7_DUO52HI53LO:J11|DER001_A549_96H_X3_B7_DUO52HI53LO:J11	DER001_A549_96H_X1_B7_DUO52HI53LO:C05|DER001_A549_96H_X2_B7_DUO52HI53LO:C05|DER001_A549_96H_X3_B7_DUO52HI53LO:C05	KDD004_A549_96H_X1_B5_DUO52HI53LO:D01|KDD004_A549_96H_X2_F1B5_DUO52HI53LO:D01|KDD004_A549_96H_X3_B5_DUO52HI53LO:D01	DER001_A549_96H_X1_B7_DUO52HI53LO:B14|DER001_A549_96H_X2_B7_DUO52HI53LO:B14|DER001_A549_96H_X3_B7_DUO52HI53LO:B14
region	CDS	CDS	CDS	CDS	3UTR	CDS	3UTR	CDS	CDS
NCBI_geneId	9451	5747	9833	5286	7803	8780	10020	5230	223
4118	0	0	0	0	0	1.646882	0	0	0
3217	-0.3038866	0.8417722	-1.928071	-0.02570301	-0.6036344	0.124671	-0.5636085	0.2074506	-0.7983092
4291	-1.13924	-1.582379	-0.4313532	0.01576984	-1.407675	0.04361406	-0.7521398	1.778072	-0.6276352
3455	-2.229028	0.3455253	-0.1949548	0.3873773	1.335197	-0.1836892	0.313929	-1.25778	0.1583938
4092	-0.760751	0.533277	0.4974269	-0.5923318	-0.1047835	-0.110863	-0.6462753	0.7667041	0.7487795
7181	0.3108029	-0.01364678	-0.1173994	-0.2218473	0.4209682	0.4338515	0.5738431	0.3845602	0.03902781
1844	1.041698	-0.8889593	1.262114	1.396863	1.647876	0.7066841	-0.885732	-1.653436	-1.150957
80742	0.5289285	0.08276933	1.504353	2.496219	0.3423833	0.5348327	0.0429289	-0.8898373	0.327204
4602	-0.5964968	0.1765766	0.3360729	0.4595957	0.42714	-0.003499417	-0.7700701	0.4495448	0.6074635
9889	-1.532964	-0.5825854	0.3584401	0.6389416	0.01485187	1.000359	-0.7720624	0.2825879	0.2674434
79758	0.6149661	-0.8106793	1.176277	-0.1759886	0.6177987	1.130432	-0.9966669	0.6216835	-0.6302577
6236	0.2819256	0.7320759	0.8679668	1.061366	0.4277668	-0.00689584	-0.620555	0.5818653	0.8360394
8971	0.1632658	-0.0008834898	-0.2414992	-0.8613209	-0.08037375	-0.3889618	-0.4773532	0.07822124	-1.169531
3134	0.2121761	-0.5450869	2.735989	-1.760365	0.6876708	-0.6565576	-0.2638284	-1.301599	0.3056826
9700	0.302512	-0.7150707	-1.168375	-0.3263354	-0.8298962	-0.1804381	-1.215792	0.6073774	0.4337147
10384	-0.3496874	0.962159	1.841887	-1.230462	1.435409	-0.375518	-1.054193	-1.132292	0.1050221
7272	-0.6809533	-0.8174844	-0.7355342	-0.7415573	0.2776648	-0.02451425	-0.6977516	-0.09288655	-0.547682
89795	-0.1857172	0.4656502	-0.6448936	1.700406	0.8465425	-0.5031466	-0.02384409	0.6163546	0.284433
2021	0.722862	-0.08719601	-0.7707068	1.271586	-1.243216	-0.6182146	-0.5956073	1.455906	-0.8068926
2350	0.7565459	1.228736	0.3642406	1.467418	0.1785436	-1.889478	0.6671526	-0.984225	0.118167
1024	0.654868	-0.5473994	-0.2162375	0.9789838	0.1012701	0.2318811	-1.213194	0.3662443	-0.58419
9140	0.9852914	0.3204279	1.93688	0.4818548	0.05642626	-0.6481686	-1.077497	-1.879705	0.4343181
5422	-0.2503534	0.6696398	-0.6777698	0.09752107	0.6746993	-0.3859597	-0.8148898	1.090911	-0.5641751
2731	-0.7665424	0.3970058	-0.9482898	0.9275286	-0.8285121	-0.4723458	-1.7613	-0.3792381	-0.7663141
27030	-1.450027	0.5374722	-0.3149298	-0.3426155	0.8231645	-0.8285445	-0.6874335	0.9222875	0.7513942
51367	-1.148913	-0.1810988	-1.249246	-0.5321475	-0.8119416	0.006899142	-0.642804	0.1489495	-0.3104113
1356	-2.595165	0.5240856	0.6089456	0.8272001	1.029061	-0.2508364	0.4765878	-0.1932278	0.5191513
27107	0.7321514	-0.615044	-1.805497	-0.9677001	-0.5555687	0.5432772	-0.8433383	1.24527	-0.130998
4999	0.2757578	0.4773571	-0.8036279	0.2942824	-1.587528	-0.1285962	-0.7506461	1.305472	-1.046897
10536	1.398789	0.1885122	1.29376	1.760566	0.08552393	-0.02907972	0.9897484	-0.3234828	0.4648817
5268	-0.1389109	-0.4716989	0.8700104	1.443697	-1.25885	0.1797957	0.8693836	-1.947587	0.2991455
8379	1.501875	-0.7835137	0.5795494	0.01214221	1.666522	1.04007	-0.1103127	-1.176728	-0.3847911
4832	0.3027572	-0.2341318	-0.619057	-0.52821	-1.069535	0.1466382	-0.2296437	1.019344	-1.33977
2644	0.1834434	0.2773454	-1.252092	-0.9272439	-0.436649	0.5912882	0.7761009	0.1744399	-0.4250055
3396	-0.01489515	-0.453015	-1.851245	0.09895198	0.2940244	-0.2859256	-0.666425	0.1842307	-0.06280161
7978	0.3756839	-1.569328	-0.6952729	0.05414304	-0.5079104	0.461825	-1.007858	-0.7242039	-0.8854249
7091	-0.9422662	-0.7253016	-0.04723823	-0.5222577	0.2364082	1.105949	1.752281	-0.5011638	0.04828061
2762	0.1841266	-0.109153	-0.6783972	0.02239811	-0.9386789	0.3546869	0.9196154	0.5597979	-0.635511
9726	0.8213949	-0.2031434	1.127217	2.058908	-0.6194031	0.3193499	0.2132523	-0.341795	1.046414
4255	0.4006565	-0.3538702	1.103433	-0.7688361	-0.6398696	0.9747316	0.3238887	0.1772399	-0.008898616
3364	0.8048311	0.1973446	-0.09814957	0.2587067	-1.100792	0.09641168	-1.308009	-1.520532	-0.8071738
5734	-0.856562	-0.3145304	0.2189218	-0.7137384	0.6034624	0.804797	0.161897	-1.437551	0.3484601
8819	-0.6256223	0.3857316	-1.535324	-0.7251474	-0.05469346	0.1337147	0.2914335	2.039251	-0.7530925
9521	-0.4202594	-0.3536534	-1.642075	-0.5510325	-0.1139403	0.710312	0.6220587	0.5471745	-0.6658496
602	-1.349022	-0.3850059	1.720697	1.79802	-0.088815	-0.5405225	-0.5313669	0.1296679	-0.1892644
10267	1.886687	0.3406051	2.375342	0.8831704	-0.2700171	-0.5392929	0.4649537	0.6479565	-0.515032
11272	-0.1104708	0.4134982	0.1696253	0.836434	-1.592233	-0.616806	-0.9682037	1.502911	-0.3135048
1373	0.2594864	-0.2237286	-1.14764	0.484455	-1.082479	-0.3770027	-0.554817	1.423276	-1.11211
54440	-0.1426424	1.315265	0.7568784	0.9030775	1.595054	-0.5011201	1.150592	-0.2302045	0.02934054
7097	-0.7005849	0.7490149	0.7516344	1.498749	0.4401931	-0.1641795	0.3601639	0.4920914	-0.09868519
8045	-0.08509403	-1.354079	-0.8467859	0.04260519	-0.7461298	-0.142212	0.6419869	-0.03406882	-0.1307815
8273	-0.1019336	0.6083641	0.6010195	0.7809619	1.516466	-0.1567217	0.9835693	-1.023239	-0.07495883
4982	0.305493	-0.7495933	-1.309505	-0.6444155	0.3852094	0.2180635	-0.3511869	-0.8948494	-1.294718
222	-0.7669652	0.4117643	-0.1138059	-0.3118237	1.410951	-0.3260691	-0.4512579	-2.564404	-0.4242275
5793	0.03490126	1.42906	0.5157348	-0.09539074	0.3964824	1.000536	-0.07099891	-0.4310473	-0.2227117
10468	0.4993679	-0.6200417	-0.3432719	0.2125548	0.5276958	0.6312633	-0.2436481	-1.949495	1.041463
8406	0.001757775	1.090626	-1.370009	0.4670097	-0.8618339	-0.06408675	1.016559	0.6202286	-0.4309676
5001	-0.3234505	-0.8190626	-1.627821	-0.5406289	0.6049854	0.01128352	-0.5395896	0.1503248	-0.2065142
1263	0.3191768	0.6608607	1.090799	1.370569	-0.413924	0.1522058	-0.2176238	-0.8260747	-0.02404476
57827	0.02521555	0.3890978	1.835925	1.501757	0.7624861	-0.1953984	-0.5402591	-0.4097023	0.4220359
4097	-0.7130721	-0.5401172	0.1489749	0.5003082	-0.2332542	0.7358067	-0.2006189	1.125217	0.5190445
1475	-0.02706473	0.1112787	-0.6311856	0.1658973	-1.204429	-0.4721198	0.04685364	0.2615758	-1.383214
4939	0.06825777	0.694267	0.4296039	0.1564729	0.2829522	-0.2795997	-1.262432	-1.764844	-0.3180807
2705	0.2663126	0.3361606	-0.308797	1.98026	0.7215648	1.027298	-1.338435	-0.24929	0.02931371
2013	-0.1809143	-0.4340357	-0.1168388	-1.321068	-0.8534195	-0.5854696	-0.1355105	-0.01891927	0.4079579
9949	-0.9383411	0.05590857	-0.9593371	-0.4558187	-0.171508	0.05102788	-0.1508992	-0.03761286	0.6776956
6450	-0.02713893	0.1333734	0.5298372	0.2142944	0.6635319	0.05549368	1.089382	-0.7926946	0.4050181
9575	-1.277041	-0.1354827	0.4159222	-0.1564129	-0.1979475	0.1952739	0.1197943	-1.10058	0.5056777
5002	0.009457499	0.4046437	0.9367431	1.131	-0.03029814	1.457023	0.5188859	-0.1721451	0.3814232
2239	-0.0615859	0.401648	1.333472	0.9479865	1.456191	0.2253459	0.7735829	0.01705158	0.4347739
2244	-0.3309802	0.4254198	-1.295729	0.6050251	-0.4475512	-0.6358861	-0.6733683	1.496557	-0.1864029
3691	-0.1623865	0.08232643	2.69896	1.615413	0.7656846	0.03212455	1.685789	-0.1261984	-0.5405173
5217	0.03579041	-0.1354452	-0.5467971	-2.061009	-0.3081125	-0.3558883	-0.3477627	-1.19279	-0.7411807
4600	0.765318	0.009639084	-0.3112567	0.09243528	-0.6575974	-0.4558595	-0.7706059	-0.3427541	-0.3502056
8653	-0.9079961	0.8127259	0.2519748	1.499832	0.2049053	-0.6080074	-1.221257	0.4106978	-0.6773192
55922	0.8846619	-0.9098971	-0.2753089	1.106082	0.02613983	0.4994309	1.176127	-0.05497047	0.0908355
9397	-1.943396	0.1850344	-0.3435457	0.895172	0.5458041	-1.112855	1.374418	-0.3132845	-0.2738254
7031	-0.4591044	0.469744	-0.1876947	1.372946	-0.3210236	0.4706081	0.02889028	0.5601437	0.5743272
3029	1.712137	0.1165855	-0.07820312	0.588337	-0.400675	0.005681634	1.407608	1.350315	-0.363555
7039	0.1823394	-0.7810003	0.02583039	-0.909323	-1.027761	-0.2563294	1.006312	-1.368495	0.08635868
10124	0.0595527	-0.1963966	0.1124469	0.5804524	-1.247301	-0.08106889	0.5620342	0.510754	-0.1407819
5888	-0.2287047	-0.5116837	-0.5348005	-0.9205462	1.071533	-0.04462002	-0.5664887	-1.12041	0.5667204
3104	0.4110788	0.03406403	0.4322106	-0.08270323	0.1671114	-0.7961884	1.538845	0.3898699	-0.0912196
1326	-0.782099	1.006064	1.625882	-0.1493131	1.259573	0.407464	0.3116088	-0.7200425	0.526146
2173	-2.262976	0.1904607	0.124496	-0.8406733	0.7636132	-0.8080873	2.017076	-2.205677	0.07329502
9150	1.075715	0.5958893	1.838211	1.595501	0.1533359	0.7423336	-0.1889085	-0.5689353	0.3813238
11020	0.02673472	0.2789581	0.8090203	-0.5414544	0.798783	1.399751	-1.661659	0.1335628	0.1603774
10020	-1.218004	0.4427572	-1.039112	-0.04210741	-0.0216325	0.07465109	-1.32447	1.480761	0.2735603
1080	-0.6522028	0.6635908	0.8411614	1.402802	0.4458331	0.01728488	-0.61037	1.321458	1.300749
2568	-0.4529785	-0.6992671	0.316948	1.24346	0.169658	-0.4597209	1.054882	-0.4592287	0.1466389
440	-0.9524119	0.945745	-0.3602862	-0.4217768	-0.1963558	0.2048311	0.1917013	-0.3304332	0.1966198
549	0.3792166	-0.2954835	-0.7579062	-1.464759	0.1907349	1.196852	-0.4135263	-0.2290088	-0.6228494
5557	-0.6663366	-0.6883589	-0.03742722	-0.7884696	0.9003559	0.7886753	-1.486027	-0.7783332	-0.4192541
8505	0.3767199	0.1846666	-0.9256226	-0.3804086	0.07869013	1.305795	0.08632018	0.713946	-0.8272622
5393	-0.507215	0.3534498	-0.9238682	-0.09247917	-0.7112976	-0.4530697	-1.265289	1.263889	-0.4612235
5926	0.04550245	0.1323209	-0.4656963	0.8411075	-1.006772	0.1506554	0.8901322	1.086123	-1.285583
6699	0.8510232	0.3566678	1.339046	2.388261	-0.3765737	-1.372463	-0.5672107	-1.662927	-0.6862472
5167	0.4224791	0.09420694	0.8868416	-0.273462	1.21917	-0.5780924	-0.3444616	-1.457828	-0.4656981
23092	-0.6610211	0.5039657	0.531737	0.4020718	0.62624	-0.4207253	-0.08752963	-0.1864276	0.3414958
54556	-0.8737195	-1.389921	-0.53706	-0.2693823	0.8365914	-0.3021066	-0.4784622	-0.4510585	-0.2489875
7518	0.4824047	0.1705773	-0.2738793	-0.7124112	0.8844861	0.3024173	0.4474836	-0.932332	-0.5460249
6584	0.1423115	0.1394183	0.2282686	0.5896506	-0.4771843	-0.660145	-1.208525	1.339674	-0.374033
10903	0.8516912	-0.1906973	1.463061	0.5745776	0.2101455	-0.1532817	0.2578458	0.6169325	1.00421
5281	-1.062217	0.3612967	-1.535226	-0.1641214	0.577669	0.5092794	-0.9503002	0.8768061	1.389627
1396	-0.9902037	-0.2853233	-1.136344	-0.113329	-1.638658	-0.2819735	-1.698136	3.780388	-0.9655818
316	0.4237505	0.855503	-1.413496	0.8924001	0.8937128	-0.4191848	1.051743	0.1503149	0.2369209
55973	0.7473868	-0.5688488	-0.2124086	0.2709889	-0.01352586	-0.135828	0.3098334	-0.796621	0.5340853
29781	0.2528606	-0.4159559	0.8479425	0.4012542	0.1158043	-0.1083044	-0.01324829	-1.037149	0.6677353
25950	-0.02617127	0.6961682	-0.6379431	-1.379861	-0.6360473	-0.3382128	-0.07301079	0.4454565	-0.3634164
7553	0.9892825	-0.579636	0.04018942	-0.1217704	1.40705	0.1936502	-0.2228931	-1.260145	0.4808733
51172	1.179563	-0.3762988	0.1145127	0.7001213	0.7276692	-0.2365664	-0.3557879	0.9243177	-0.3908376
5965	-0.04044433	0.378638	0.6089445	-0.568188	1.039526	-0.09799352	0.8618101	-3.299361	0.1476285
5193	1.00003	-1.329801	0.8640022	1.695893	1.184847	-0.3031337	-0.7540673	-0.4307286	0.4833786
1836	-0.8248538	1.95991	0.08604401	-0.03483331	0.7437471	-0.6508964	-0.5917527	0.5887344	0.9158539
1230	-0.7085054	0.2860109	-0.2806374	0.9119695	-0.8795529	-1.134119	-0.00349087	-0.4443326	-0.106051
9945	-1.064527	0.972784	1.286682	1.188235	-0.0009849668	-0.7429041	-0.9108278	-2.171854	0.4933667
1945	0.6521864	-0.7544129	-1.10356	-1.492061	0.60389	-0.866964	-1.689953	0.6242541	0.3975896
2258	-0.7122272	0.2867747	-0.2311899	0.202701	-0.07730539	0.478135	-1.191333	0.7399447	-1.014788
51196	-0.6052086	-0.01548465	0.09010518	1.475187	1.20486	0.6717542	-0.2718702	0.1262142	0.7470639
4741	-0.4090384	1.006821	0.3360136	1.191468	1.640117	0.4262484	-0.6119524	-1.055729	-0.2166878
2246	-0.6947727	-0.1308606	0.9580212	0.1169335	0.1036948	0.6293632	1.369962	-0.546826	-0.001445919
5333	-0.09977141	0.3375514	1.454295	1.819524	1.250988	-0.2355279	0.4249042	-1.930251	0.2418267
7444	-1.208465	-0.6196483	-0.04413006	-0.9020085	1.062811	1.207821	-0.4491591	-1.342015	0.5868809
10360	-0.8168931	-0.435138	-0.6970091	1.235507	-1.320653	0.2379561	-0.8866098	-0.493064	-0.8218933
70	-0.5627952	0.416289	2.27988	1.705665	2.629212	-0.5262867	0.1052576	-1.312853	0.428992
3336	-0.65952	0.9583154	-1.86524	-1.035341	-0.1361372	0.1863481	-1.453194	0.2348693	-1.051062
26747	0.3921312	-0.7890503	0.06540757	0.3294091	1.8301	0.2818992	-0.6044856	-0.06171677	1.130343
10083	-0.4241034	1.761148	1.77296	1.774266	0.7585962	0.7179517	-0.9577663	-0.6920729	0.8664042
283	-1.00906	1.532086	0.6024978	1.471978	0.9534703	-0.8047859	0.4846976	0.7024099	0.3736513
4636	0.1721207	0.1189619	2.012517	-0.3316458	0.8494521	-0.1407805	2.129436	-0.861302	0.2093546
9546	-0.3994588	0.3328581	1.770707	0.8575314	2.063965	-1.652414	-0.7458549	-1.036445	1.050457
1161	-1.176032	0.01903942	1.256729	0.1831515	1.612226	0.1941249	0.01218286	-1.586431	0.5374013
23464	1.385251	-0.2343969	1.33177	1.491992	-0.6762468	0.6763766	-0.5978857	0.08171208	-0.3320728
995	-0.4726502	0.02277464	-0.9653471	-1.550624	-0.1045069	0.04157805	-0.7281145	0.0143621	0.06602411
5929	0.02895599	-0.06721279	-0.05280724	0.2406615	-0.1827241	-0.9959685	-0.9816008	0.3713502	-0.2340914
25797	1.320463	0.8529629	-0.1018669	-0.1156614	-0.4849073	0.3974867	0.3573646	0.3229157	-0.310946
23421	-0.3922479	-0.3440532	-0.3592664	-0.7013994	-0.603942	0.1369367	-0.2637908	1.298274	0.8274693
101	0.8355058	-0.7872821	0.5801823	-0.7609639	-1.282661	0.2552223	0.9121135	-1.303587	-0.3180632
11005	-0.3561544	1.3517	1.308612	1.692861	-0.5368152	-0.2198923	-0.8967668	-1.277832	0.2709674
4090	-0.8200827	-0.01080732	0.39548	0.4425161	1.181477	-0.1547457	-0.75802	-0.3706354	0.04305063
2176	-0.71027	-0.2265792	-0.5204769	-0.8735137	-0.1032494	-0.2141749	-0.4106923	-0.1078454	0.9599014
6102	-0.4513259	1.008246	0.3676607	0.4603941	0.4473179	-0.4783424	-0.152818	-0.3950989	-0.8926374
23764	0.9984881	-0.06003158	1.876422	1.279521	0.8402322	-0.638447	0.5911207	-1.831143	0.1819802
5723	-0.7294527	0.8571688	-0.02982226	-0.2868726	-0.4794398	-0.2902375	-0.01405092	-0.08832989	-0.4660248
1174	0.478317	-0.9665191	0.09087955	0.8825117	-0.5510565	1.006559	0.2826321	-1.529707	-0.2206983
7123	-0.3416684	0.4867341	0.5258883	-1.813511	-0.4576896	-1.094188	0.4596989	0.3091573	0.5243677
2737	0.1402681	-0.09760889	1.254466	1.517379	0.1833304	0.7157679	-0.8007588	-1.106191	0.4402452
5337	-0.02598938	-0.1956894	0.5920715	1.559296	1.141412	0.9666622	-0.38504	-1.535648	0.09392584
4828	-1.31953	0.03077566	1.028592	1.481795	-0.8453836	-0.2022491	0.3838103	-0.5958329	-1.309462
3569	0.7930651	0.3148111	-0.22013	0.779802	-0.1823656	-0.5520844	-0.07452665	-0.499024	0.148389
9610	0.9795045	-0.03517534	0.7311899	0.7066193	-1.212394	-0.539254	-0.9281957	0.5852967	0.1605788
9744	-0.4070596	-0.797969	-0.2737013	-0.1396031	0.2353804	-0.05715866	0.1682277	0.7271819	0.1214374
1678	0.6111039	-0.4317658	0.09818874	0.6720802	1.39058	0.9333965	0.7382041	-0.8701042	-0.003810465
10621	0.5620672	0.6008193	0.4884579	0.902881	-0.8802447	-1.178482	0.1468581	0.4197276	0.135296
3081	-0.5118283	0.6459504	-0.7374905	0.4475973	0.6451691	0.08196253	0.5273324	-0.3144627	-0.2977185
1962	-0.1303213	-0.3175773	-0.6243572	0.4610757	-0.1349011	0.6544977	-0.8966259	-1.205845	-1.491863
6835	1.205664	-0.7571526	-0.05952823	-0.2003347	-1.699832	0.5274857	1.199199	-0.7250026	0.5755726
2099	0.2527657	0.08210676	0.5770342	1.176968	0.6990166	-0.4561576	0.3166142	0.001414746	0.650207
5157	0.7125452	-0.07726298	-0.8421775	-0.4038928	0.7365266	0.2321562	0.6906561	-0.2146217	-0.2956297
1690	-1.096205	-0.6597989	1.307759	0.1997507	-1.026456	0.3901186	0.8332187	0.9182694	-0.6064841
9122	-0.4014429	0.3456051	-0.3618806	0.1621999	-0.8443495	-0.2966667	-0.6920763	1.306053	-1.321818
9585	-0.9597878	-0.499992	-0.5255645	-0.7218053	-0.6858886	0.1853407	-1.458291	-0.7780859	-0.2732031
374	0.07447571	-0.9204834	0.1689915	0.199672	-0.7545686	1.078523	0.1755136	-0.5162019	0.3146665
9997	0.8354149	-0.7302734	0.4291112	0.03189221	0.1141443	-1.33522	-0.4547628	0.2074678	-0.4859129
10563	0.5881618	-0.214804	0.6770696	-0.4619768	0.6683912	-0.3203096	-0.120806	0.3074102	0.5479133
5194	0.2366122	-0.02946556	-1.390487	1.669973	-0.4797841	0.09236473	-0.2568693	0.1828014	-0.5273724
1959	-0.2919797	-0.05967987	0.9330908	0.3002322	0.2608924	0.3737953	-0.3811578	-0.8832331	-0.4315472
6932	-1.93299	-0.2166581	0.1640178	-0.2779401	0.5135974	-1.076142	-0.6231098	0.8020862	-0.03936425
3625	-0.2650234	1.334953	0.6298212	1.21748	-0.1004656	-0.9319487	0.9606358	-3.942062	1.059179
97	-1.403274	0.4220947	0.01877052	0.5257972	0.8733608	-0.8065559	-1.528921	1.473806	1.044693
5225	0.4873371	-0.009957703	-0.2980188	0.9952413	-0.2711759	-2.307545	-0.3572059	1.330518	-0.3055753
8915	-0.8231548	0.2101916	-0.6236344	-0.3858094	-1.29173	0.4799942	1.265264	-1.057119	-0.3908833
3976	-1.364165	0.5049414	0.9697586	1.929445	0.5867109	-0.4813568	0.4535672	-0.2982885	1.088268
5450	0.7937891	0.6877705	0.4648732	-0.3179416	-0.5262061	-0.8200673	-0.3195366	-0.1095752	0.6431737
3937	-1.41337	0.9530314	0.1562006	1.345004	1.208774	-0.8324749	-0.2375662	-1.805661	-0.5970187
10531	-0.7905623	0.2000953	-1.075819	-0.3036113	-0.8253528	-0.04988725	0.2440943	0.5453115	-1.01758
2571	0.4444562	-0.4032166	1.089019	1.210012	0.2991063	-0.7524994	0.1458367	0.4308289	-0.007871389
2743	1.413826	-0.7041843	1.62586	2.097027	0.392299	-1.562358	0.5391479	1.988242	0.9877513
5277	1.693847	0.891359	0.1055951	0.09970222	-1.096873	-0.6951979	1.127335	0.3199987	-0.5659651
2218	-1.475943	-0.2509939	0.3984067	-1.528375	1.040025	-0.5751823	-1.053022	1.003249	1.181439
9816	0.5961711	-1.098171	-1.227558	0.5278892	-0.6651332	-0.11399	-1.267213	-0.4283734	-0.2180151
650	-0.4588803	-0.1972828	0.9389619	0.6981139	0.848287	-0.07348651	0.1054592	-1.195742	0.5293186
3560	-1.444423	-0.6344804	1.319851	0.4015538	1.777369	-1.564891	-0.2538188	-1.854482	-0.8508505
3181	-0.296729	-0.3691518	-1.915733	-1.23932	-1.669616	-0.3862334	-0.9598849	0.3480082	-1.196275
5933	-1.210881	-0.2292467	0.1434437	0.05448839	-0.05949284	-0.5046629	0.1038072	-0.3047712	-0.508378
10385	0.2896913	0.4148958	1.014022	0.2694089	0.7356977	-0.467811	-0.274159	0.05104757	-0.1808931
11066	0.7371615	-0.2746105	1.110164	2.295266	0.675144	0.5152932	0.4206083	0.5587199	0.2761268
3484	-0.7774931	0.4579285	-0.4032216	0.4420247	-0.5239097	-1.452294	0.4036976	0.2380143	-0.3749414
2267	0.3826996	-0.3144409	-1.653711	0.3930703	-0.4827642	-0.1398951	-0.57772	0.9292967	0.498279
23403	0.3141646	0.1634675	2.282026	0.6662008	0.9094831	-1.259253	0.3076993	0.2760158	0.2602874
6645	-1.087968	-0.1442887	-0.004291805	-1.394925	-0.4020756	0.06183392	-0.6565109	-1.274422	0.4445266
6565	-0.8350605	0.7380733	-0.7438931	1.423347	0.5627679	0.1682442	-1.579387	-0.1159472	-0.9879639
8000	0.08731365	-0.3621477	-1.015593	-0.4154015	-1.06039	0.09298441	-0.8173143	-0.4113296	-1.416834
1968	0.3264369	-0.9086112	0.04954773	0.6504357	0.6281537	-0.5392456	-0.3766932	0.9021307	-0.2898228
4520	0.3137305	-0.04393728	0.2981531	1.295137	-0.08520645	-0.5229144	-0.2302378	-0.7227342	0.1514974
10268	-0.5993035	0.1322973	0.8999621	0.7062707	1.714244	0.9182916	0.3129331	-0.7911581	-0.3075454
9071	-0.6189325	0.43246	0.3634588	0.6068143	0.5473504	-0.08676362	-0.7169263	-1.29896	-0.6015128
6491	-0.9336335	0.5071927	-0.6676012	-0.8490062	-0.1559669	-0.06501659	-0.7628053	0.2357647	-0.4558972
580	-1.232914	0.3366273	-1.444411	-0.491594	-0.04982844	-0.2382385	-1.967708	-0.5947961	1.424601
11013	-0.7022951	-0.8637184	0.4025051	-1.093197	0.8582302	1.119655	-0.007084981	-0.2097676	-0.350086
5274	0.7082314	-0.3350823	1.560007	0.06362332	1.783832	-0.02431381	-1.110929	-1.287887	1.30912
5037	0.04429647	0.3875717	-1.096783	0.2206392	-1.345517	-0.1479604	-1.193327	0.6668794	-1.00394
2593	1.124137	-0.7698654	-1.031636	1.365505	0.6514831	-0.06770045	0.3455959	1.40603	-0.607846
8975	-1.128936	0.04981267	-0.3266774	0.5432039	0.930518	-0.206202	0.05550182	-1.013429	-0.2416271
185	-0.619005	1.191572	-1.315403	1.266718	-0.3556929	-0.5669961	0.4602237	1.16289	-0.7744552
2891	-0.1094037	-0.6476575	1.542341	0.9008099	1.298117	-1.212956	1.456563	0.3370627	0.5980707
5203	-0.09263614	0.1546475	-2.210351	-1.184013	0.2446048	0.6487929	-0.3285003	0.007223425	-0.1330042
8309	0.3383278	-0.1707571	0.2974466	0.6174368	-0.4278214	-0.9940982	-0.8740852	0.02120748	1.234863
3216	0.2320218	-0.2557971	-0.8902409	-0.6226306	1.202824	0.6411873	0.4634253	0.3860649	0.9930712
5174	1.445011	0.7328278	0.3917924	2.35812	0.8590664	-0.6544979	-0.07823938	0.5928035	-1.618295
1675	-0.4547979	0.7370354	-0.06900269	0.04050938	-1.258079	0.06285557	0.03980911	0.1199327	-0.2376027
5348	-1.077744	-0.7886244	1.217086	-0.2826158	0.1436799	-1.482832	0.6885274	-0.583774	0.5782753
4361	-0.8466828	-0.9194007	0.08564451	-0.9289498	-0.03349034	0.6291459	0.1992471	-1.395944	0.2847263
